,control,magnetisation,mag_se,beta_factor,gradient,samp_frac,snapshot_num
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,6.0
2,snapshot,-0.583978547765533,7.836880994119739e-06,8.0,1.0,0.1,6.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,6.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,6.0
2,snapshot,-0.587294469609898,1.0258865334749713e-05,8.0,1.0,0.1,6.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,7.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,7.0
2,snapshot,-0.577690230545602,9.365549405738984e-06,8.0,1.0,0.1,7.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,7.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,7.0
2,snapshot,-0.5793378608613345,1.0503170081563888e-05,8.0,1.0,0.1,7.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,7.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,7.0
2,snapshot,-0.5666945372185788,1.4613036892531048e-05,8.0,1.0,0.1,7.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,7.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,7.0
2,snapshot,-0.5814367115137583,7.307511992632795e-06,8.0,1.0,0.1,7.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,7.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,7.0
2,snapshot,-0.5776911432627949,1.92566674428321e-05,8.0,1.0,0.1,7.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,7.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,7.0
2,snapshot,-0.5870812588736393,9.276617380137306e-06,8.0,1.0,0.1,7.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,7.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,7.0
2,snapshot,-0.5824555405314042,1.3596442992610503e-05,8.0,1.0,0.1,7.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,7.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,7.0
2,snapshot,-0.5695868433506863,1.1584807753720717e-05,8.0,1.0,0.1,7.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,7.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,7.0
2,snapshot,-0.5840428300993848,1.082882246599288e-05,8.0,1.0,0.1,7.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,7.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,7.0
2,snapshot,-0.5901300926238928,1.3291027645423487e-05,8.0,1.0,0.1,7.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,8.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,8.0
2,snapshot,-0.5740904130890406,1.14634258884241e-05,8.0,1.0,0.1,8.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,8.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,8.0
2,snapshot,-0.584977263200595,9.887036827725272e-06,8.0,1.0,0.1,8.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,8.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,8.0
2,snapshot,-0.5863615712257455,1.3157906934946422e-05,8.0,1.0,0.1,8.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,8.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,8.0
2,snapshot,-0.5800004056520857,2.303670643432169e-05,8.0,1.0,0.1,8.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,8.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,8.0
2,snapshot,-0.5945681563112704,2.955720369686235e-05,8.0,1.0,0.1,8.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,8.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,8.0
2,snapshot,-0.5770523291190589,1.3718209708403232e-05,8.0,1.0,0.1,8.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,8.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,8.0
2,snapshot,-0.5794714894192413,1.981006195144904e-05,8.0,1.0,0.1,8.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,8.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,8.0
2,snapshot,-0.5862911365019269,2.7172795856767766e-05,8.0,1.0,0.1,8.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,8.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,8.0
2,snapshot,-0.586760834291123,2.224993560898811e-05,8.0,1.0,0.1,8.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,8.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,8.0
2,snapshot,-0.5883169156919749,1.5467932755928166e-05,8.0,1.0,0.1,8.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,9.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,9.0
2,snapshot,-0.584670745723751,1.2034483080061371e-05,8.0,1.0,0.1,9.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,9.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,9.0
2,snapshot,-0.5800892637414645,2.4345350977525195e-05,8.0,1.0,0.1,9.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,9.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,9.0
2,snapshot,-0.5969550402271653,1.7146372922326705e-05,8.0,1.0,0.1,9.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,9.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,9.0
2,snapshot,-0.5771544249881685,1.2213502416939144e-05,8.0,1.0,0.1,9.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,9.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,9.0
2,snapshot,-0.5792668379419917,1.0528773721948515e-05,8.0,1.0,0.1,9.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,9.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,9.0
2,snapshot,-0.5876320735582449,1.4911509396717021e-05,8.0,1.0,0.1,9.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,9.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,9.0
2,snapshot,-0.5818511189236698,2.220365828329793e-05,8.0,1.0,0.1,9.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,9.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,9.0
2,snapshot,-0.5811990467175985,1.0284707409011459e-05,8.0,1.0,0.1,9.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,9.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,9.0
2,snapshot,-0.5816994523696843,1.7786075307869524e-05,8.0,1.0,0.1,9.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,9.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,9.0
2,snapshot,-0.5736728145493882,6.400921071567858e-06,8.0,1.0,0.1,9.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,10.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,10.0
2,snapshot,-0.5757030288689068,1.8045872647662438e-05,8.0,1.0,0.1,10.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,10.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,10.0
2,snapshot,-0.5867637887904807,8.176055243602127e-06,8.0,1.0,0.1,10.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,10.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,10.0
2,snapshot,-0.5660843621120952,1.0996337772047082e-05,8.0,1.0,0.1,10.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,10.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,10.0
2,snapshot,-0.5911207558650531,8.23788415542471e-06,8.0,1.0,0.1,10.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,10.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,10.0
2,snapshot,-0.5863759921573929,2.1824187767293914e-05,8.0,1.0,0.1,10.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,10.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,10.0
2,snapshot,-0.572409701845717,1.2756660974615347e-05,8.0,1.0,0.1,10.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,10.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,10.0
2,snapshot,-0.5830627476167941,1.6313566277221367e-05,8.0,1.0,0.1,10.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,10.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,10.0
2,snapshot,-0.5799580352917314,7.2582964803435154e-06,8.0,1.0,0.1,10.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,10.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,10.0
2,snapshot,-0.5759679940504361,1.9148335871780692e-05,8.0,1.0,0.1,10.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,10.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,10.0
2,snapshot,-0.5828987154350619,1.3883428633704011e-05,8.0,1.0,0.1,10.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,11.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,11.0
2,snapshot,-0.5862542018795213,1.9067188318579527e-05,8.0,1.0,0.1,11.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,11.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,11.0
2,snapshot,-0.5912321006017173,2.2029227870118528e-05,8.0,1.0,0.1,11.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,11.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,11.0
2,snapshot,-0.5851547968359136,8.866377632565463e-06,8.0,1.0,0.1,11.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,11.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,11.0
2,snapshot,-0.5934800148739098,9.648256916967769e-06,8.0,1.0,0.1,11.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,11.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,11.0
2,snapshot,-0.5718613548779663,1.7665036072274536e-05,8.0,1.0,0.1,11.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,11.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,11.0
2,snapshot,-0.5863340071665202,9.476873371024658e-06,8.0,1.0,0.1,11.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,11.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,11.0
2,snapshot,-0.5810900682847677,1.0990835683818533e-05,8.0,1.0,0.1,11.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,11.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,11.0
2,snapshot,-0.5837887296328849,1.1137711235713335e-05,8.0,1.0,0.1,11.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,11.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,11.0
2,snapshot,-0.5825377121222365,2.0719705930689575e-05,8.0,1.0,0.1,11.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,11.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,11.0
2,snapshot,-0.579912169562572,1.2172909736870046e-05,8.0,1.0,0.1,11.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,12.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,12.0
2,snapshot,-0.5801807112433236,9.353932184204009e-06,8.0,1.0,0.1,12.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,12.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,12.0
2,snapshot,-0.5825534649448989,1.7740478210817326e-05,8.0,1.0,0.1,12.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,12.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,12.0
2,snapshot,-0.5901235007774998,7.401477321161688e-06,8.0,1.0,0.1,12.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,12.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,12.0
2,snapshot,-0.5808854911770671,2.5013488108559602e-05,8.0,1.0,0.1,12.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,12.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,12.0
2,snapshot,-0.5821575147048881,1.6479560528539223e-05,8.0,1.0,0.1,12.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,12.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,12.0
2,snapshot,-0.5806725846798728,1.4194509855829141e-05,8.0,1.0,0.1,12.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,12.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,12.0
2,snapshot,-0.5823620647691163,5.661079258448354e-06,8.0,1.0,0.1,12.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,12.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,12.0
2,snapshot,-0.5808170779528091,7.144841483261174e-06,8.0,1.0,0.1,12.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,12.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,12.0
2,snapshot,-0.5818222229734298,2.0307961623330353e-05,8.0,1.0,0.1,12.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,12.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,12.0
2,snapshot,-0.5811561422486646,1.0662321790340031e-05,8.0,1.0,0.1,12.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,13.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,13.0
2,snapshot,-0.5783287336894057,8.575274425684374e-06,8.0,1.0,0.1,13.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,13.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,13.0
2,snapshot,-0.5732211209519302,1.4776052859973867e-05,8.0,1.0,0.1,13.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,13.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,13.0
2,snapshot,-0.5815186667568116,8.771078648067117e-06,8.0,1.0,0.1,13.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,13.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,13.0
2,snapshot,-0.5866520857278074,1.4284080712822985e-05,8.0,1.0,0.1,13.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,13.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,13.0
2,snapshot,-0.5733091204110609,1.230082217703687e-05,8.0,1.0,0.1,13.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,13.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,13.0
2,snapshot,-0.5837674802244608,9.631873365965292e-06,8.0,1.0,0.1,13.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,13.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,13.0
2,snapshot,-0.5806933202623217,1.3245095572452595e-05,8.0,1.0,0.1,13.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,13.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,13.0
2,snapshot,-0.5782123859103508,1.1235053939314148e-05,8.0,1.0,0.1,13.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,13.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,13.0
2,snapshot,-0.5841163139747143,9.789782289530181e-06,8.0,1.0,0.1,13.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,13.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,13.0
2,snapshot,-0.5847333378405787,9.354945079758491e-06,8.0,1.0,0.1,13.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,14.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,14.0
2,snapshot,-0.5800231897775675,1.942023532219033e-05,8.0,1.0,0.1,14.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,14.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,14.0
2,snapshot,-0.5883189033871947,1.4500327447457888e-05,8.0,1.0,0.1,14.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,14.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,14.0
2,snapshot,-0.5791749509837062,7.69566405386919e-06,8.0,1.0,0.1,14.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,14.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,14.0
2,snapshot,-0.5867435737948752,1.3819366450245182e-05,8.0,1.0,0.1,14.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,14.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,14.0
2,snapshot,-0.5763739571360962,1.7643218595354624e-05,8.0,1.0,0.1,14.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,14.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,14.0
2,snapshot,-0.5723707186802786,2.3229468785405274e-05,8.0,1.0,0.1,14.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,14.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,14.0
2,snapshot,-0.5857594280305591,1.5924170065116868e-05,8.0,1.0,0.1,14.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,14.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,14.0
2,snapshot,-0.5828371239267122,1.1051019554338603e-05,8.0,1.0,0.1,14.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,14.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,14.0
2,snapshot,-0.583056723683321,1.5626642914140564e-05,8.0,1.0,0.1,14.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.1,14.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.1,14.0
2,snapshot,-0.5776103441281861,2.444588233456367e-05,8.0,1.0,0.1,14.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,0.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,0.0
2,snapshot,-0.5991690419849909,1.013115324999178e-05,8.0,1.0,1.0,0.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,0.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,0.0
2,snapshot,-0.578526272733419,8.911592378702021e-06,8.0,1.0,1.0,0.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,0.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,0.0
2,snapshot,-0.5742149009532824,2.0676999948429668e-05,8.0,1.0,1.0,0.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,0.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,0.0
2,snapshot,-0.5783380298830371,1.2842445703143809e-05,8.0,1.0,1.0,0.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,0.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,0.0
2,snapshot,-0.58663017375431,7.904808905181045e-06,8.0,1.0,1.0,0.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,0.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,0.0
2,snapshot,-0.5871477452504903,1.400193714945985e-05,8.0,1.0,1.0,0.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,0.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,0.0
2,snapshot,-0.5795847812859171,1.8904035212410194e-05,8.0,1.0,1.0,0.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,0.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,0.0
2,snapshot,-0.5872306402542087,1.0400221592114097e-05,8.0,1.0,1.0,0.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,0.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,0.0
2,snapshot,-0.5918998512609019,8.746379855113585e-06,8.0,1.0,1.0,0.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,0.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,0.0
2,snapshot,-0.5821525116624975,1.021124629351368e-05,8.0,1.0,1.0,0.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,1.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,1.0
2,snapshot,-0.5845040903251978,1.5143055197355112e-05,8.0,1.0,1.0,1.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,1.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,1.0
2,snapshot,-0.5859968223919952,8.66805508158239e-06,8.0,1.0,1.0,1.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,1.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,1.0
2,snapshot,-0.5775102494760327,1.0499101567573336e-05,8.0,1.0,1.0,1.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,1.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,1.0
2,snapshot,-0.5839615103779325,1.6787903354737314e-05,8.0,1.0,1.0,1.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,1.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,1.0
2,snapshot,-0.5811963829355689,2.290013450713179e-05,8.0,1.0,1.0,1.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,1.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,1.0
2,snapshot,-0.5810116895409371,1.8900539308027915e-05,8.0,1.0,1.0,1.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,1.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,1.0
2,snapshot,-0.5828056858900682,7.8387347823009e-06,8.0,1.0,1.0,1.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,1.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,1.0
2,snapshot,-0.5858218376039482,1.1840481587157748e-05,8.0,1.0,1.0,1.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,1.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,1.0
2,snapshot,-0.5750146778446353,1.6126148947019074e-05,8.0,1.0,1.0,1.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,1.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,1.0
2,snapshot,-0.5864314718409844,1.6456001018895193e-05,8.0,1.0,1.0,1.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,2.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,2.0
2,snapshot,-0.5769780204178216,8.47114627016386e-06,8.0,1.0,1.0,2.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,2.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,2.0
2,snapshot,-0.5826558650530728,1.7008318314337258e-05,8.0,1.0,1.0,2.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,2.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,2.0
2,snapshot,-0.583775356635792,1.049615982587547e-05,8.0,1.0,1.0,2.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,2.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,2.0
2,snapshot,-0.5819010344128186,2.3247731085900514e-05,8.0,1.0,1.0,2.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,2.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,2.0
2,snapshot,-0.5819831451558379,6.452706106939032e-06,8.0,1.0,1.0,2.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,2.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,2.0
2,snapshot,-0.5796823270907984,1.321954463617801e-05,8.0,1.0,1.0,2.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,2.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,2.0
2,snapshot,-0.5789735109188019,6.061403495922911e-06,8.0,1.0,1.0,2.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,2.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,2.0
