,Method,beta_factor,field_gradient,mean_mag,init
0,block_mf,1.122018454301963,5.0,0.03815877975757535,rand
0,block_mf,1.122018454301963,5.0,0.0381607678934236,rand
0,block_mf,1.122018454301963,5.0,0.038161126015428724,rand
0,block_mf,1.122018454301963,5.0,0.03816153051338458,rand
0,block_mf,1.122018454301963,5.0,0.03816075786585289,rand
0,block_mf,1.122018454301963,5.0,0.03815802241200436,rand
0,block_mf,1.122018454301963,5.0,0.03815854822935447,rand
0,block_mf,1.122018454301963,5.0,0.03815918151966663,rand
0,block_mf,1.122018454301963,5.0,0.038160871499625895,rand
0,block_mf,1.122018454301963,5.0,0.03816262353420294,rand
0,block_mf,1.122018454301963,5.0,0.03815603318773257,rand
0,block_mf,1.122018454301963,5.0,0.038161631652757856,rand
0,block_mf,1.122018454301963,5.0,0.03816134568431639,rand
0,block_mf,1.122018454301963,5.0,0.03816179314777734,rand
0,block_mf,1.122018454301963,5.0,0.03815590040501121,rand
0,block_mf,1.122018454301963,5.0,0.038161765880485615,rand
0,block_mf,1.122018454301963,5.0,0.03816129053469625,rand
0,block_mf,1.122018454301963,5.0,0.03815786419070116,rand
0,block_mf,1.122018454301963,5.0,0.03815807208531435,rand
0,block_mf,1.122018454301963,5.0,0.03816080760987371,rand
0,block_mf,1.122018454301963,5.0,0.038158721438343104,rand
0,block_mf,1.122018454301963,5.0,0.03815814692546973,rand
0,block_mf,1.122018454301963,5.0,0.03815350018375301,rand
0,MC_simulations,1.122018454301963,5.0,0.05007591102697586,+VE
0,MC_simulations,1.122018454301963,5.0,0.04376983300655804,-VE
0,full_mf,1.467799267622069,5.0,0.1251729495768774,+VE
0,full_mf,1.467799267622069,5.0,0.012796400666593592,-VE
0,block_mf,1.467799267622069,5.0,0.04836822548831143,rand
0,block_mf,1.467799267622069,5.0,0.048375630257035014,rand
0,block_mf,1.467799267622069,5.0,0.04837376237813631,rand
0,block_mf,1.467799267622069,5.0,0.04837476667807951,rand
0,block_mf,1.467799267622069,5.0,0.0483751836258312,rand
0,block_mf,1.467799267622069,5.0,0.04837548519003387,rand
0,block_mf,1.467799267622069,5.0,0.048373591551181934,rand
0,block_mf,1.467799267622069,5.0,0.04837612312956427,rand
0,block_mf,1.467799267622069,5.0,0.04837468572200264,rand
0,block_mf,1.467799267622069,5.0,0.048374651529556015,rand
0,block_mf,1.467799267622069,5.0,0.04837448173253854,rand
0,block_mf,1.467799267622069,5.0,0.04837415076988655,rand
0,block_mf,1.467799267622069,5.0,0.04837399681829633,rand
0,block_mf,1.467799267622069,5.0,0.04836985189424794,rand
0,block_mf,1.467799267622069,5.0,0.04837109927495978,rand
0,block_mf,1.467799267622069,5.0,0.04836961110308034,rand
0,block_mf,1.467799267622069,5.0,0.04836948767859487,rand
0,block_mf,1.467799267622069,5.0,0.04837497532443617,rand
0,block_mf,1.467799267622069,5.0,0.04837353838843168,rand
0,block_mf,1.467799267622069,5.0,0.0483672173275439,rand
0,block_mf,1.467799267622069,5.0,0.04837339326115801,rand
0,block_mf,1.467799267622069,5.0,0.04836974865951055,rand
0,block_mf,1.467799267622069,5.0,0.04837493658147141,rand
0,block_mf,1.467799267622069,5.0,0.048374243988698155,rand
0,block_mf,1.467799267622069,5.0,0.04837496568608083,rand
0,block_mf,1.467799267622069,5.0,0.048374117999469585,rand
0,block_mf,1.467799267622069,5.0,0.048375030735882805,rand
0,block_mf,1.467799267622069,5.0,0.04836657826423195,rand
0,block_mf,1.467799267622069,5.0,0.04837353309102983,rand
0,block_mf,1.467799267622069,5.0,0.04837475255075957,rand
0,block_mf,1.467799267622069,5.0,0.04837490960731215,rand
0,block_mf,1.467799267622069,5.0,0.048370517259686045,rand
0,block_mf,1.467799267622069,5.0,0.048368841562869885,rand
0,block_mf,1.467799267622069,5.0,0.048381194562847084,rand
0,block_mf,1.467799267622069,5.0,0.048375815526619265,rand
0,block_mf,1.467799267622069,5.0,0.048374938242059295,rand
0,block_mf,1.467799267622069,5.0,0.048374037794196155,rand
0,block_mf,1.467799267622069,5.0,0.04837094417715636,rand
0,block_mf,1.467799267622069,5.0,0.048368982693485135,rand
0,block_mf,1.467799267622069,5.0,0.048369769082220467,rand
0,block_mf,1.467799267622069,5.0,0.04837401828748602,rand
0,block_mf,1.467799267622069,5.0,0.04836787591695241,rand
0,block_mf,1.467799267622069,5.0,0.04837367593844188,rand
0,block_mf,1.467799267622069,5.0,0.04836788126889033,rand
0,block_mf,1.467799267622069,5.0,0.04837566202174556,rand
0,block_mf,1.467799267622069,5.0,0.0483706228978379,rand
0,block_mf,1.467799267622069,5.0,0.04837438859901992,rand
0,block_mf,1.467799267622069,5.0,0.04837046906033799,rand
0,block_mf,1.467799267622069,5.0,0.04837385796530962,rand
0,block_mf,1.467799267622069,5.0,0.04837309633567769,rand
0,block_mf,1.467799267622069,5.0,0.048373578675324734,rand
0,block_mf,1.467799267622069,5.0,0.04837529191600374,rand
0,block_mf,1.467799267622069,5.0,0.04837498584961774,rand
0,block_mf,1.467799267622069,5.0,0.04837041193449418,rand
0,block_mf,1.467799267622069,5.0,0.04836962146721958,rand
0,block_mf,1.467799267622069,5.0,0.04837409115457966,rand
0,block_mf,1.467799267622069,5.0,0.04836978750044309,rand
0,block_mf,1.467799267622069,5.0,0.04836899444502305,rand
0,block_mf,1.467799267622069,5.0,0.048369402354588184,rand
0,block_mf,1.467799267622069,5.0,0.04837018038635126,rand
0,block_mf,1.467799267622069,5.0,0.04837445856122359,rand
0,block_mf,1.467799267622069,5.0,0.048375243057786954,rand
0,block_mf,1.467799267622069,5.0,0.048370059716196685,rand
0,block_mf,1.467799267622069,5.0,0.04837435310137976,rand
0,block_mf,1.467799267622069,5.0,0.04835306375365608,rand
0,block_mf,1.467799267622069,5.0,0.04837544403239754,rand
0,block_mf,1.467799267622069,5.0,0.04837474751825123,rand
0,block_mf,1.467799267622069,5.0,0.04837349992024499,rand
0,block_mf,1.467799267622069,5.0,0.04837394568237396,rand
0,block_mf,1.467799267622069,5.0,0.04836812655423827,rand
0,block_mf,1.467799267622069,5.0,0.04837493662469082,rand
0,block_mf,1.467799267622069,5.0,0.04837380663026191,rand
0,block_mf,1.467799267622069,5.0,0.048374728602258714,rand
0,block_mf,1.467799267622069,5.0,0.04836880932062575,rand
0,block_mf,1.467799267622069,5.0,0.04836992905496768,rand
0,block_mf,1.467799267622069,5.0,0.04837525664289376,rand
0,block_mf,1.467799267622069,5.0,0.04837011906711921,rand
0,block_mf,1.467799267622069,5.0,0.04837332570401073,rand
0,block_mf,1.467799267622069,5.0,0.04837347402509389,rand
0,block_mf,1.467799267622069,5.0,0.04837524336900725,rand
0,block_mf,1.467799267622069,5.0,0.04836823334255359,rand
0,block_mf,1.467799267622069,5.0,0.04837398037961628,rand
0,block_mf,1.467799267622069,5.0,0.04837083387719091,rand
0,block_mf,1.467799267622069,5.0,0.04837540023964417,rand
0,block_mf,1.467799267622069,5.0,0.04837560413088087,rand
0,block_mf,1.467799267622069,5.0,0.048369592766735324,rand
0,block_mf,1.467799267622069,5.0,0.0483596271470109,rand
0,block_mf,1.467799267622069,5.0,0.04836902086559316,rand
0,block_mf,1.467799267622069,5.0,0.04837040036748135,rand
0,block_mf,1.467799267622069,5.0,0.04836935158033131,rand
0,block_mf,1.467799267622069,5.0,0.04836847243166716,rand
0,block_mf,1.467799267622069,5.0,0.04836766803898059,rand
0,block_mf,1.467799267622069,5.0,0.04837542295532038,rand
0,block_mf,1.467799267622069,5.0,0.04837399817550275,rand
0,block_mf,1.467799267622069,5.0,0.04838477145599452,rand
0,block_mf,1.467799267622069,5.0,0.048373588136273946,rand
0,block_mf,1.467799267622069,5.0,0.04836837238012106,rand
0,block_mf,1.467799267622069,5.0,0.048370593435349274,rand
0,block_mf,1.467799267622069,5.0,0.048374007629818874,rand
0,block_mf,1.467799267622069,5.0,0.048370460908733,rand
0,MC_simulations,1.467799267622069,5.0,0.11103452099249543,+VE
0,MC_simulations,1.467799267622069,5.0,0.04494464201203434,-VE
0,full_mf,1.920141938638801,5.0,0.23117194384358788,+VE
0,full_mf,1.920141938638801,5.0,-0.047484727877708584,-VE
0,block_mf,1.920141938638801,5.0,0.05628195435299225,rand
0,block_mf,1.920141938638801,5.0,0.0562848894352402,rand
0,block_mf,1.920141938638801,5.0,0.056291270413982714,rand
0,block_mf,1.920141938638801,5.0,0.056294377108798685,rand
0,block_mf,1.920141938638801,5.0,0.05629374829033087,rand
0,block_mf,1.920141938638801,5.0,0.05629500670089929,rand
0,block_mf,1.920141938638801,5.0,0.056285340054343554,rand
0,block_mf,1.920141938638801,5.0,0.05627902114287105,rand
0,block_mf,1.920141938638801,5.0,0.05628138176498392,rand
0,block_mf,1.920141938638801,5.0,0.056293071668834356,rand
0,block_mf,1.920141938638801,5.0,0.05628288516402929,rand
0,block_mf,1.920141938638801,5.0,0.056291760156767845,rand
0,block_mf,1.920141938638801,5.0,0.05629213741430169,rand
0,block_mf,1.920141938638801,5.0,0.05628396230975976,rand
0,block_mf,1.920141938638801,5.0,0.05628135312487306,rand
0,block_mf,1.920141938638801,5.0,0.05629168353235704,rand
0,block_mf,1.920141938638801,5.0,0.05629277324153091,rand
0,block_mf,1.920141938638801,5.0,0.05628274216298649,rand
0,block_mf,1.920141938638801,5.0,0.05627282086008597,rand
0,block_mf,1.920141938638801,5.0,0.056284219105706496,rand
0,block_mf,1.920141938638801,5.0,0.05629166498302838,rand
0,block_mf,1.920141938638801,5.0,0.05629437548272827,rand
0,block_mf,1.920141938638801,5.0,0.056291494837840135,rand
0,block_mf,1.920141938638801,5.0,0.05629244023845911,rand
0,block_mf,1.920141938638801,5.0,0.05629353970341787,rand
0,block_mf,1.920141938638801,5.0,0.05629412594249836,rand
0,block_mf,1.920141938638801,5.0,0.056283670780787616,rand
0,block_mf,1.920141938638801,5.0,0.05629510277649426,rand
0,block_mf,1.920141938638801,5.0,0.05628382060960677,rand
0,block_mf,1.920141938638801,5.0,0.056280256227503316,rand
0,block_mf,1.920141938638801,5.0,0.05628463848727867,rand
0,block_mf,1.920141938638801,5.0,0.05628298259064101,rand
0,block_mf,1.920141938638801,5.0,0.05629288852082543,rand
0,block_mf,1.920141938638801,5.0,0.056294178088268455,rand
0,block_mf,1.920141938638801,5.0,0.05629258791094285,rand
0,block_mf,1.920141938638801,5.0,0.05628488940917404,rand
0,block_mf,1.920141938638801,5.0,0.05629150097730051,rand
0,block_mf,1.920141938638801,5.0,0.05629219008189907,rand
0,block_mf,1.920141938638801,5.0,0.05629155783639509,rand
0,block_mf,1.920141938638801,5.0,0.05629480776421139,rand
0,block_mf,1.920141938638801,5.0,0.05629104223747631,rand
0,block_mf,1.920141938638801,5.0,0.05629265688145947,rand
0,block_mf,1.920141938638801,5.0,0.056285587289626654,rand
0,block_mf,1.920141938638801,5.0,0.0562927887675048,rand
0,block_mf,1.920141938638801,5.0,0.0562916186186738,rand
0,block_mf,1.920141938638801,5.0,0.056292235834219814,rand
0,block_mf,1.920141938638801,5.0,0.05629425144261179,rand
0,block_mf,1.920141938638801,5.0,0.05629188457205732,rand
0,block_mf,1.920141938638801,5.0,0.05628466961516305,rand
0,block_mf,1.920141938638801,5.0,0.05628351892741708,rand
0,block_mf,1.920141938638801,5.0,0.05628097683736878,rand
0,block_mf,1.920141938638801,5.0,0.05629325669412252,rand
0,block_mf,1.920141938638801,5.0,0.05629251597395226,rand
0,block_mf,1.920141938638801,5.0,0.05629202493747904,rand
0,block_mf,1.920141938638801,5.0,0.05628473999859758,rand
0,block_mf,1.920141938638801,5.0,0.05629451494040246,rand
0,block_mf,1.920141938638801,5.0,0.056283576694436295,rand
0,block_mf,1.920141938638801,5.0,0.056293606010774794,rand
0,block_mf,1.920141938638801,5.0,0.05628410734026073,rand
0,block_mf,1.920141938638801,5.0,0.05629317584022687,rand
0,block_mf,1.920141938638801,5.0,0.056281347860672085,rand
0,block_mf,1.920141938638801,5.0,0.05629170809917024,rand
0,block_mf,1.920141938638801,5.0,0.05628195983884614,rand
0,block_mf,1.920141938638801,5.0,0.05629376697703809,rand
0,block_mf,1.920141938638801,5.0,0.05629135388018146,rand
0,block_mf,1.920141938638801,5.0,0.05629361222014969,rand
0,block_mf,1.920141938638801,5.0,0.056293953202121196,rand
0,block_mf,1.920141938638801,5.0,0.0562836380500288,rand
0,block_mf,1.920141938638801,5.0,0.056284754320352,rand
0,block_mf,1.920141938638801,5.0,0.05629435530125895,rand
0,block_mf,1.920141938638801,5.0,0.05628549243528974,rand
0,block_mf,1.920141938638801,5.0,0.05629167497551531,rand
0,block_mf,1.920141938638801,5.0,0.056285252328554254,rand
0,block_mf,1.920141938638801,5.0,0.056281156897269966,rand
0,block_mf,1.920141938638801,5.0,0.0562954257783914,rand
0,block_mf,1.920141938638801,5.0,0.056294892105419436,rand
0,block_mf,1.920141938638801,5.0,0.05628554922921593,rand
0,block_mf,1.920141938638801,5.0,0.0562927076744461,rand
0,block_mf,1.920141938638801,5.0,0.05629491059796822,rand
0,block_mf,1.920141938638801,5.0,0.0562924325998504,rand
0,block_mf,1.920141938638801,5.0,0.0562741392896259,rand
0,block_mf,1.920141938638801,5.0,0.056283796414443366,rand
0,block_mf,1.920141938638801,5.0,0.05628193124747479,rand
0,block_mf,1.920141938638801,5.0,0.05628259437629361,rand
0,block_mf,1.920141938638801,5.0,0.05629221437041502,rand
0,block_mf,1.920141938638801,5.0,0.05629478115421588,rand
0,block_mf,1.920141938638801,5.0,0.05628389072515907,rand
0,block_mf,1.920141938638801,5.0,0.05628337769214048,rand
0,block_mf,1.920141938638801,5.0,0.056282875658971034,rand
0,block_mf,1.920141938638801,5.0,0.056284896081689115,rand
0,block_mf,1.920141938638801,5.0,0.05629407264485938,rand
0,block_mf,1.920141938638801,5.0,0.05628413032431899,rand
0,block_mf,1.920141938638801,5.0,0.056292538098024536,rand
0,block_mf,1.920141938638801,5.0,0.05629222133436989,rand
0,block_mf,1.920141938638801,5.0,0.05629154872937648,rand
0,block_mf,1.920141938638801,5.0,0.05629253249531773,rand
0,block_mf,1.920141938638801,5.0,0.05628444333682362,rand
0,block_mf,1.920141938638801,5.0,0.05628195844741207,rand
0,block_mf,1.920141938638801,5.0,0.056292475626015824,rand
0,block_mf,1.920141938638801,5.0,0.05629469938387185,rand
0,MC_simulations,1.920141938638801,5.0,0.19802927455885333,+VE
0,MC_simulations,1.920141938638801,5.0,-0.02022210127780407,-VE
0,full_mf,2.5118864315095797,5.0,0.34362106476471077,+VE
0,full_mf,2.5118864315095797,5.0,-0.10864807635058256,-VE
0,block_mf,2.5118864315095797,5.0,0.04819029775497983,rand
0,block_mf,2.5118864315095797,5.0,0.048189838545315646,rand
0,block_mf,2.5118864315095797,5.0,0.04818649647095698,rand
0,block_mf,2.5118864315095797,5.0,0.048186974390643185,rand
0,block_mf,2.5118864315095797,5.0,0.04817091477618502,rand
0,block_mf,2.5118864315095797,5.0,0.048189142731849134,rand
0,block_mf,2.5118864315095797,5.0,0.048187634927431604,rand
0,block_mf,2.5118864315095797,5.0,0.048184819583937305,rand
0,block_mf,2.5118864315095797,5.0,0.048186257199869735,rand
0,block_mf,2.5118864315095797,5.0,0.04818548767841,rand
0,block_mf,2.5118864315095797,5.0,0.04818728861778511,rand
0,block_mf,2.5118864315095797,5.0,0.048185651123201945,rand
0,block_mf,2.5118864315095797,5.0,0.04818855946008108,rand
0,block_mf,2.5118864315095797,5.0,0.04818478046730083,rand
0,block_mf,2.5118864315095797,5.0,0.0481864388406224,rand
0,block_mf,2.5118864315095797,5.0,0.048186661843228194,rand
0,block_mf,2.5118864315095797,5.0,0.0481902007824287,rand
0,block_mf,2.5118864315095797,5.0,0.04818900946985249,rand
0,block_mf,2.5118864315095797,5.0,0.04818469570288725,rand
0,block_mf,2.5118864315095797,5.0,0.04818581180016074,rand
0,block_mf,2.5118864315095797,5.0,0.048169717029041825,rand
0,block_mf,2.5118864315095797,5.0,0.048184833333239266,rand
0,block_mf,2.5118864315095797,5.0,0.048185149827118925,rand
0,block_mf,2.5118864315095797,5.0,0.048186270708560915,rand
0,block_mf,2.5118864315095797,5.0,0.04817506324945752,rand
0,block_mf,2.5118864315095797,5.0,0.04816911241913976,rand
0,block_mf,2.5118864315095797,5.0,0.048185750295709685,rand
0,block_mf,2.5118864315095797,5.0,0.0480346671855632,rand
0,block_mf,2.5118864315095797,5.0,0.048185455548144254,rand
0,block_mf,2.5118864315095797,5.0,0.04818488627167142,rand
0,block_mf,2.5118864315095797,5.0,0.04818468699812883,rand
0,block_mf,2.5118864315095797,5.0,0.048189741152499195,rand
0,block_mf,2.5118864315095797,5.0,0.04816857285105664,rand
0,block_mf,2.5118864315095797,5.0,0.048185235266095965,rand
0,block_mf,2.5118864315095797,5.0,0.048166083077994894,rand
0,block_mf,2.5118864315095797,5.0,0.048188853103075475,rand
0,block_mf,2.5118864315095797,5.0,0.04818535218135985,rand
0,block_mf,2.5118864315095797,5.0,0.04818725636342464,rand
0,block_mf,2.5118864315095797,5.0,0.04816868398358966,rand
0,block_mf,2.5118864315095797,5.0,0.04816864285273606,rand
0,block_mf,2.5118864315095797,5.0,0.04818520895407071,rand
0,block_mf,2.5118864315095797,5.0,0.04818469354934766,rand
0,block_mf,2.5118864315095797,5.0,0.04818671023055819,rand
0,block_mf,2.5118864315095797,5.0,0.04816697107128487,rand
0,block_mf,2.5118864315095797,5.0,0.04818577361760427,rand
0,block_mf,2.5118864315095797,5.0,0.04818812619447572,rand
0,block_mf,2.5118864315095797,5.0,0.04819018360027498,rand
0,block_mf,2.5118864315095797,5.0,0.048186895194574794,rand
0,block_mf,2.5118864315095797,5.0,0.048168280185371115,rand
0,block_mf,2.5118864315095797,5.0,0.04818887911030386,rand
0,block_mf,2.5118864315095797,5.0,0.048170466817670246,rand
0,block_mf,2.5118864315095797,5.0,0.048189794463495576,rand
0,block_mf,2.5118864315095797,5.0,0.048186111240927275,rand
0,block_mf,2.5118864315095797,5.0,0.04818683598260699,rand
0,block_mf,2.5118864315095797,5.0,0.0481846726389421,rand
0,block_mf,2.5118864315095797,5.0,0.048165584120767636,rand
0,block_mf,2.5118864315095797,5.0,0.04818736546824201,rand
0,block_mf,2.5118864315095797,5.0,0.04818989188218396,rand
0,block_mf,2.5118864315095797,5.0,0.04816887713535478,rand
0,block_mf,2.5118864315095797,5.0,0.04818936552594659,rand
0,block_mf,2.5118864315095797,5.0,0.04817093804432675,rand
0,block_mf,2.5118864315095797,5.0,0.04817447528198463,rand
0,block_mf,2.5118864315095797,5.0,0.04816715220697776,rand
0,block_mf,2.5118864315095797,5.0,0.048187927780298866,rand
0,block_mf,2.5118864315095797,5.0,0.04818531653319943,rand
0,block_mf,2.5118864315095797,5.0,0.048186697754324666,rand
0,block_mf,2.5118864315095797,5.0,0.04816920911352035,rand
0,block_mf,2.5118864315095797,5.0,0.048185989482642445,rand
0,block_mf,2.5118864315095797,5.0,0.04818621402292162,rand
0,block_mf,2.5118864315095797,5.0,0.04818576019241172,rand
0,block_mf,2.5118864315095797,5.0,0.04818747117223642,rand
0,block_mf,2.5118864315095797,5.0,0.04816658539343117,rand
0,block_mf,2.5118864315095797,5.0,0.048185951889393064,rand
0,block_mf,2.5118864315095797,5.0,0.04818957106204308,rand
0,block_mf,2.5118864315095797,5.0,0.04816945825497789,rand
0,block_mf,2.5118864315095797,5.0,0.04818751520076928,rand
0,block_mf,2.5118864315095797,5.0,0.04818834412784251,rand
0,block_mf,2.5118864315095797,5.0,0.048188136466240164,rand
0,block_mf,2.5118864315095797,5.0,0.048184777324431015,rand
0,block_mf,2.5118864315095797,5.0,0.04818679010047795,rand
0,block_mf,2.5118864315095797,5.0,0.04816638076565267,rand
0,block_mf,2.5118864315095797,5.0,0.048168040521141244,rand
0,block_mf,2.5118864315095797,5.0,0.04819007362279388,rand
0,block_mf,2.5118864315095797,5.0,0.04818830016356566,rand
0,block_mf,2.5118864315095797,5.0,0.04818453216368079,rand
0,block_mf,2.5118864315095797,5.0,0.04818550733510694,rand
0,block_mf,2.5118864315095797,5.0,0.04819013187336168,rand
0,block_mf,2.5118864315095797,5.0,0.04818625163081984,rand
0,block_mf,2.5118864315095797,5.0,0.048184699367978014,rand
0,block_mf,2.5118864315095797,5.0,0.04818680344936766,rand
0,block_mf,2.5118864315095797,5.0,0.048188670489076255,rand
0,block_mf,2.5118864315095797,5.0,0.04816694924396498,rand
0,block_mf,2.5118864315095797,5.0,0.04816556580979069,rand
0,block_mf,2.5118864315095797,5.0,0.04819018288528235,rand
0,block_mf,2.5118864315095797,5.0,0.048167616705039294,rand
0,block_mf,2.5118864315095797,5.0,0.048166590013745965,rand
0,block_mf,2.5118864315095797,5.0,0.04818545297710522,rand
0,block_mf,2.5118864315095797,5.0,0.048188547707336,rand
0,block_mf,2.5118864315095797,5.0,0.048168886139432,rand
0,block_mf,2.5118864315095797,5.0,0.04816786058437517,rand
0,MC_simulations,2.5118864315095797,5.0,0.3071925224798864,+VE
0,MC_simulations,2.5118864315095797,5.0,-0.08942717192887567,-VE
0,full_mf,3.285993247600654,5.0,0.45253273707300967,+VE
0,full_mf,3.285993247600654,5.0,-0.16754845190810483,-VE
0,block_mf,3.285993247600654,5.0,-0.006785968591383159,rand
0,block_mf,3.285993247600654,5.0,-0.006788296994224576,rand
0,block_mf,3.285993247600654,5.0,-0.006785522323005196,rand
0,block_mf,3.285993247600654,5.0,-0.006786076293729003,rand
0,block_mf,3.285993247600654,5.0,-0.006824402775089236,rand
0,block_mf,3.285993247600654,5.0,-0.006819653713724467,rand
0,block_mf,3.285993247600654,5.0,-0.006784167011187072,rand
0,block_mf,3.285993247600654,5.0,-0.006785616395441729,rand
0,block_mf,3.285993247600654,5.0,-0.0067855793646464935,rand
0,block_mf,3.285993247600654,5.0,-0.006787973587562146,rand
0,block_mf,3.285993247600654,5.0,-0.006786231084239401,rand
0,block_mf,3.285993247600654,5.0,-0.006782197144247475,rand
0,block_mf,3.285993247600654,5.0,-0.00682346165354959,rand
0,block_mf,3.285993247600654,5.0,-0.00678799052608768,rand
0,block_mf,3.285993247600654,5.0,-0.006822969564568403,rand
0,block_mf,3.285993247600654,5.0,-0.006820069611125582,rand
0,block_mf,3.285993247600654,5.0,-0.00681989463207107,rand
0,block_mf,3.285993247600654,5.0,-0.0067821064736791345,rand
0,block_mf,3.285993247600654,5.0,-0.006783418475288555,rand
0,block_mf,3.285993247600654,5.0,-0.006785127793936954,rand
0,block_mf,3.285993247600654,5.0,-0.00678410435963398,rand
0,block_mf,3.285993247600654,5.0,-0.006784793491501048,rand
0,block_mf,3.285993247600654,5.0,-0.006783002136974003,rand
0,block_mf,3.285993247600654,5.0,-0.006782044643817274,rand
0,block_mf,3.285993247600654,5.0,-0.006784940368655229,rand
0,block_mf,3.285993247600654,5.0,-0.006821841121346509,rand
0,block_mf,3.285993247600654,5.0,-0.0067816044132742725,rand
0,block_mf,3.285993247600654,5.0,-0.006783354980258072,rand
0,block_mf,3.285993247600654,5.0,-0.006787521470073374,rand
0,block_mf,3.285993247600654,5.0,-0.006820125949990959,rand
0,block_mf,3.285993247600654,5.0,-0.006787930197243936,rand
0,block_mf,3.285993247600654,5.0,-0.006787108790251198,rand
0,block_mf,3.285993247600654,5.0,-0.006823539335521345,rand
0,block_mf,3.285993247600654,5.0,-0.006783195405194127,rand
0,block_mf,3.285993247600654,5.0,-0.006782704311211212,rand
0,block_mf,3.285993247600654,5.0,-0.006785828663390561,rand
0,block_mf,3.285993247600654,5.0,-0.00694860010945474,rand
0,block_mf,3.285993247600654,5.0,-0.006786299896722293,rand
0,block_mf,3.285993247600654,5.0,-0.006782407443552512,rand
0,block_mf,3.285993247600654,5.0,-0.006781277353142848,rand
0,block_mf,3.285993247600654,5.0,-0.0067870661484398485,rand
0,block_mf,3.285993247600654,5.0,-0.006824711767497856,rand
0,block_mf,3.285993247600654,5.0,-0.006824907949285225,rand
0,block_mf,3.285993247600654,5.0,-0.006781827626069525,rand
0,block_mf,3.285993247600654,5.0,-0.006785045989996644,rand
0,block_mf,3.285993247600654,5.0,-0.006781149005510166,rand
0,block_mf,3.285993247600654,5.0,-0.006786356167566623,rand
0,block_mf,3.285993247600654,5.0,-0.00678494906186001,rand
0,block_mf,3.285993247600654,5.0,-0.0067821173827799265,rand
0,block_mf,3.285993247600654,5.0,-0.006819827625859129,rand
0,block_mf,3.285993247600654,5.0,-0.006786770555758127,rand
0,block_mf,3.285993247600654,5.0,-0.0068249314272987825,rand
0,block_mf,3.285993247600654,5.0,-0.0067841032317438495,rand
0,block_mf,3.285993247600654,5.0,-0.006786888448007623,rand
0,block_mf,3.285993247600654,5.0,-0.006785672323004468,rand
0,block_mf,3.285993247600654,5.0,-0.006787564252986837,rand
0,block_mf,3.285993247600654,5.0,-0.006820769502098329,rand
0,block_mf,3.285993247600654,5.0,-0.006783396475046213,rand
0,block_mf,3.285993247600654,5.0,-0.006787024979624845,rand
0,block_mf,3.285993247600654,5.0,-0.0067808115392254615,rand
0,block_mf,3.285993247600654,5.0,-0.0067808052901705,rand
0,block_mf,3.285993247600654,5.0,-0.006819573540157327,rand
0,block_mf,3.285993247600654,5.0,-0.006781339175322597,rand
0,block_mf,3.285993247600654,5.0,-0.006786748891297059,rand
0,block_mf,3.285993247600654,5.0,-0.006784537570070445,rand
0,block_mf,3.285993247600654,5.0,-0.006823596691136227,rand
0,block_mf,3.285993247600654,5.0,-0.006825685183027164,rand
0,block_mf,3.285993247600654,5.0,-0.006787792018200925,rand
0,block_mf,3.285993247600654,5.0,-0.0067813907135975725,rand
0,block_mf,3.285993247600654,5.0,-0.006782746579564934,rand
0,block_mf,3.285993247600654,5.0,-0.006820035834078687,rand
0,block_mf,3.285993247600654,5.0,-0.006785311884919444,rand
0,block_mf,3.285993247600654,5.0,-0.006788403549454109,rand
0,block_mf,3.285993247600654,5.0,-0.006786749138110961,rand
0,block_mf,3.285993247600654,5.0,-0.006823800686986769,rand
0,block_mf,3.285993247600654,5.0,-0.006821402076037852,rand
0,block_mf,3.285993247600654,5.0,-0.006787863536996607,rand
0,block_mf,3.285993247600654,5.0,-0.006783459518828327,rand
0,block_mf,3.285993247600654,5.0,-0.006785563645171216,rand
0,block_mf,3.285993247600654,5.0,-0.006780834244090022,rand
0,block_mf,3.285993247600654,5.0,-0.00678682361691412,rand
0,block_mf,3.285993247600654,5.0,-0.006821458163568786,rand
0,block_mf,3.285993247600654,5.0,-0.006785448887343806,rand
0,block_mf,3.285993247600654,5.0,-0.0067807772228831486,rand
0,block_mf,3.285993247600654,5.0,-0.006782252029907532,rand
0,block_mf,3.285993247600654,5.0,-0.006822896019810523,rand
0,block_mf,3.285993247600654,5.0,-0.006785307607456871,rand
0,block_mf,3.285993247600654,5.0,-0.006781992872650841,rand
0,block_mf,3.285993247600654,5.0,-0.0067875852911093385,rand
0,block_mf,3.285993247600654,5.0,-0.0067866205098603945,rand
0,block_mf,3.285993247600654,5.0,-0.006785676861792297,rand
0,block_mf,3.285993247600654,5.0,-0.006780628607744506,rand
0,block_mf,3.285993247600654,5.0,-0.00678494356831051,rand
0,block_mf,3.285993247600654,5.0,-0.0067871918203016544,rand
0,block_mf,3.285993247600654,5.0,-0.006784953727610181,rand
0,block_mf,3.285993247600654,5.0,-0.006784542527917552,rand
0,block_mf,3.285993247600654,5.0,-0.0067827594020544585,rand
0,block_mf,3.285993247600654,5.0,-0.006786018865027665,rand
0,block_mf,3.285993247600654,5.0,-0.006782695658641739,rand
0,block_mf,3.285993247600654,5.0,-0.006781040052166113,rand
0,MC_simulations,3.285993247600654,5.0,0.42437976472179023,+VE
0,MC_simulations,3.285993247600654,5.0,-0.1521669123115408,-VE
0,full_mf,4.298662347082274,5.0,0.5500798089116449,+VE
